,road_segment_id,road_segment_length,ST_NAME,speed_category,funclass_name,geometry,direction,ST_TYPE,ST_PRE,From,To,To_2,To_3,To_4
2763,122907001,0.026718953,Wheeler Ridge,30,Local,"MULTILINESTRING ((2396143.837114379 7105776.011047466, 2396158.8953140513 7105794.404092225, 2396173.6631094553 7105834.624551198, 2396166.865488909 7105885.47374929, 2396157.395035604 7105907.179030652))",N,Cir,,Wheeler Ridge,,,,
2764,122907002,0.032932663,Wheeler Ridge,30,Local,"MULTILINESTRING ((2396020.468060508 7105847.141023571, 2396041.307670123 7105891.080715715, 2396083.809306317 7105917.115817346, 2396135.829689788 7105917.80778317, 2396157.395035604 7105907.179030652))",NE,Cir,,,,,,
2765,122907003,0.018019759,Wheeler Ridge,30,Local,"MULTILINESTRING ((2396143.837114379 7105776.011047466, 2396110.273498977 7105768.287484559, 2396082.6847805837 7105771.559062317, 2396051.8424961525 7105789.341570334))",W,Cir,,Wheeler Ridge,,,,
2766,122907010,0.15534275,Lipizzan,30,Local,"MULTILINESTRING ((2396978.1755332137 7106554.854327516, 2397002.2187937605 7106587.921740943, 2397035.4418709283 7106621.111547542, 2397084.013143164 7106650.867467051, 2397129.7184048616 7106666.031054041, 2397172.509210596 7106670.2401971975, 2397757.0569182495 7106670.763469924))",E,Dr,,Lipizzan,Wheeler Ridge,Tennessee,,
2767,122907012,0.052816535,Wheeler Ridge,30,Local,"MULTILINESTRING ((2397757.0569182495 7106670.763469924, 2397747.1965445345 7106950.800097496))",N,Dr,,Lipizzan,Clydesdale,,,
2768,122907014,0.056544761,Wheeler Ridge,30,Local,"MULTILINESTRING ((2397773.280251193 7106372.619111457, 2397757.0569182495 7106670.763469924))",N,Dr,,Andalusian,Lipizzan,,,
2769,122907015,0.070214923,Andalusian,30,Local,"MULTILINESTRING ((2397773.280251193 7106372.619111457, 2397399.865681307 7106374.911889506))",W,Dr,,Lusitano,Andalusian,Wheeler Ridge,,
2770,122907016,0.089477424,Andalusian,30,Local,"MULTILINESTRING ((2397026.6888888995 7106129.7909681825, 2397150.0630957545 7106287.89336729, 2397195.429248837 7106328.522349152, 2397241.0378836035 7106350.961893136, 2397274.503584873 7106365.962439811, 2397326.426183877 7106373.932133308, 2397399.865681307 7106374.911889506))",NE,Dr,,Andalusian,,,,
2771,122907017,0.109982667,Andalusian,30,Local,"MULTILINESTRING ((2396748.748025634 7105627.606297679, 2396760.0674112085 7105696.889457994, 2396786.541527598 7105777.2901630495, 2396810.44017663 7105821.271120386, 2397026.6888888995 7106129.7909681825))",NE,Dr,,,,,,
2772,122907018,0.150371782,Lipizzan,30,Local,"MULTILINESTRING ((2396436.865026519 7105605.260312643, 2396445.5124722673 7105645.399423043, 2396524.7915825536 7105897.514532823, 2396542.5704526654 7105941.4138076715, 2396804.0906271096 7106297.836104521))",NE,Dr,,Wheeler Ridge,,,,
2773,122907019,0.058408874,Lipizzan,30,Local,"MULTILINESTRING ((2396804.0906271096 7106297.836104521, 2396978.1755332137 7106554.854327516))",NE,Dr,,Lipizzan,,,,
2774,122907020,0.052816535,Rocky Mountain,30,Local,"MULTILINESTRING ((2397026.6888888995 7106129.7909681825, 2396804.0906271096 7106297.836104521))",NW,Ln,,,,,,
2775,122907021,0.057166132,Lusitano,30,Local,"MULTILINESTRING ((2397440.565834603 7106077.094031279, 2397401.5159521024 7106251.223282224, 2397399.865681307 7106374.911889506))",N,Dr,,Friesian,Andalusian,,,
2776,122907022,0.036039518,Friesian,30,Local,"MULTILINESTRING ((2397440.565834603 7106077.094031279, 2397483.3573909164 7106081.303587101, 2397633.3462906876 7106079.666933633))",E,Ct,,Friesian,Lusitano,,,
2777,122907023,0.051573793,Friesian,30,Local,"MULTILINESTRING ((2397237.728657135 7105910.653545046, 2397258.6636120286 7105947.318227852, 2397300.776003754 7106002.458137474, 2397343.1794319144 7106035.7707050415, 2397391.751324271 7106065.5270805545, 2397440.565834603 7106077.094031279))",NE,Ct,,Friesian,,,,
2778,122907024,0.064001213,Friesian,30,Local,"MULTILINESTRING ((2397076.318868123 7105621.056088845, 2397087.5405501905 7105697.615163141, 2397105.4642833224 7105730.601045786, 2397237.728657135 7105910.653545046))",NE,Ct,,,,,,
2779,122907025,0.057787503,Morgan,30,Local,"MULTILINESTRING ((2397488.017842379 7105732.0652532745, 2397423.0774499085 7105782.138368904, 2397237.728657135 7105910.653545046))",NW,Dr,,,,,,
2780,122907026,0.054059277,Spanish,30,Local,"MULTILINESTRING ((2396697.6766431485 7106474.707264284, 2396468.8656981247 7106649.94903798))",NW,Ln,,Clydesdale,,,,
2781,122907027,0.269053643,Clydesdale,30,Local,"MULTILINESTRING ((2396468.8656981247 7106649.94903798, 2396622.0647302554 7106866.663290442, 2396676.4651202546 7106918.327519019, 2396709.833559141 7106940.603287247, 2396734.1675715153 7106951.843091795, 2396773.849649537 7106959.648844156, 2397747.1965445345 7106950.800097496))",E,Dr,,Wheeler Ridge,Spanish,,,
2782,122907028,0.041631857,Breton,30,Local,"MULTILINESTRING ((2396697.6766431485 7106474.707264284, 2396829.988578645 7106651.12025389))",NE,Dr,,,,,,
2783,122907029,0.032932663,Tennessee,30,Local,"MULTILINESTRING ((2396978.1755332137 7106554.854327516, 2396829.988578645 7106651.12025389))",NW,Dr,,Lipizzan,,,,
2784,122907031,0.060272987,Yale,30,Local,"MULTILINESTRING ((2399486.117322539 7108505.898374402, 2399329.922455837 7108514.720169306, 2399247.3085206114 7108513.612994916, 2399170.424205196 7108541.691236559))",W,Dr,,Harvard,,,,
2785,122907032,0.054059277,Harvard,30,Local,"MULTILINESTRING ((2399486.117322539 7108505.898374402, 2399495.332184591 7108731.612364535, 2399479.252989083 7108789.613664665))",N,Dr,,Yale,,,,
2786,122907033,0.073321778,Yale,30,Local,"MULTILINESTRING ((2399486.117322539 7108505.898374402, 2399629.92679802 7108507.826883279, 2399724.6334404014 7108520.012933172, 2399791.753240156 7108535.46766192, 2399871.063244205 7108554.724676935))",E,Dr,,Harvard,Centenary,,,
2787,122907034,0.054680648,Centenary,30,Local,"MULTILINESTRING ((2399972.6382879824 7108283.1962855775, 2399871.063244205 7108554.724676935))",N,Dr,,Stanford,Yale,,,
2788,122907038,0.05592339,Centenary,30,Local,"MULTILINESTRING ((2400308.0209821844 7107465.38639538, 2400252.1614376884 7107522.852948837, 2400208.639262483 7107573.208178312, 2400174.1013897806 7107638.238332885, 2400145.5856586127 7107710.626499642))",NW,Dr,,St Johns,Villanova,,,
2789,122907040,0.021747985,Centenary,30,Local,"MULTILINESTRING ((2399871.063244205 7108554.724676935, 2399842.011966051 7108667.130057958))",N,Dr,,Yale,,,,
2790,122911574,0.088856053,Wind River,40,Arterial,"MULTILINESTRING ((2394768.6099279695 7113929.931285465, 2395239.7358999723 7113936.183473888))",E,Ln,,Merideth,Shoshone,,,
2791,122911575,0.029204437,Shoshone,30,Local,"MULTILINESTRING ((2394768.6099279695 7113929.931285465, 2394763.475881591 7114086.321232965))",N,Ln,,Wind River,Tahoe,,,
2792,122911576,0.037903631,Tahoe,30,Local,"MULTILINESTRING ((2394763.475881591 7114086.321232965, 2394806.0640322855 7114105.078917817, 2394863.755291557 7114138.591259005, 2394906.1019797996 7114175.538673482, 2394924.1195141403 7114201.247649318))",NE,Ln,,Tahoe,,,,
2793,122911577,0.124895571,Great Bear,30,Local,"MULTILINESTRING ((2394924.1195141403 7114201.247649318, 2394959.961401658 7114267.2173097385, 2394971.2810923564 7114336.500158624, 2394961.331049453 7114394.585086339, 2394939.04765673 7114459.78348643, 2394895.4947277973 7114513.784019423, 2394842.9573883316 7114553.111181462, 2394781.4356014035 7114577.765015661, 2394717.0476994943 7114587.826715053, 2394661.933908571 7114590.734399371, 2394594.6315746377 7114589.84201677))",NW,Ln,,Great Bear,,,,
2794,122911578,0.062758471,Great Bear,30,Local,"MULTILINESTRING ((2394261.227269163 7114581.784824614, 2394414.090730505 7114591.08742556, 2394502.8074395875 7114592.263279249, 2394594.6315746377 7114589.84201677))",E,Ln,,Great Bear,Donner Lake,Kootenay,,
2795,122911579,0.050952422,Donner Lake,30,Local,"MULTILINESTRING ((2394280.0897986665 7114312.781331485, 2394266.840807762 7114389.015547333, 2394261.227269163 7114581.784824614))",N,Cir,,Great Bear,,,,
2796,122911580,0.044117341,Kootenay,30,Local,"MULTILINESTRING ((2394585.481578326 7114356.852878431, 2394590.6836123 7114426.054479844, 2394594.6315746377 7114589.84201677))",N,Cir,,Great Bear,,,,
2797,122911581,0.034796776,Saranac,30,Local,"MULTILINESTRING ((2395075.4705621903 7114094.099389542, 2395022.884046299 7114137.064167214, 2394924.1195141403 7114201.247649318))",NW,Cir,,,,,,
2798,122911596,0.0621371,Widgeon,30,Local,"MULTILINESTRING ((2395603.8360703536 7113937.381522905, 2395604.623063763 7114108.404319847, 2395599.4366084402 7114268.432066317))",N,Ln,,Wind River,Valencia,,,
2799,122911597,0.101904844,Valencia,30,Local,"MULTILINESTRING ((2395599.4366084402 7114268.432066317, 2395513.826569206 7114263.655913864, 2395437.055901452 7114284.467338261, 2395362.958006683 7114334.422929782, 2395309.9849793026 7114406.490595256, 2395265.948267398 7114496.869816962, 2395234.148586191 7114587.411583239))",NW,Ln,,Valencia,,,,
2800,122911598,0.066486697,Valencia,30,Local,"MULTILINESTRING ((2395599.4366084402 7114268.432066317, 2395727.924165666 7114270.139845291, 2395951.247760791 7114273.109350125))",E,Ln,,Widgeon,Waterton,Valencia,,
2801,122911599,0.065243955,Valencia,30,Local,"MULTILINESTRING ((2396294.1233034073 7114259.478733022, 2396260.2296871245 7114277.220401946, 2395951.247760791 7114273.109350125))",W,Ln,,Union Lake,Waterton,,,
2802,122911600,0.072700407,Union Lake,30,Local,"MULTILINESTRING ((2396240.9849910233 7113883.99962544, 2396285.324419491 7114001.023737823, 2396296.4476719624 7114084.858710622, 2396295.2854877124 7114172.168719735, 2396294.1233034073 7114259.478733022))",N,Rd,,Wind River,Valencia,,,
2803,122911601,0.026718953,Wind River,40,Arterial,"MULTILINESTRING ((2396370.249002005 7113827.5033069225, 2396302.4608229115 7113862.986511621, 2396240.9849910233 7113883.99962544))",NW,Ln,,Wind River,,,,
2804,122911602,0.032311292,Waterton,30,Local,"MULTILINESTRING ((2395944.344151735 7114102.005153058, 2395955.3714779625 7114193.115847995, 2395951.247760791 7114273.109350125))",N,Cir,,Valencia,,,,
2805,122911643,0.009941936,Lindsey,30,Local,"MULTILINESTRING ((2385077.718628603 7121760.373046145, 2385025.488080679 7121777.888721774))",W,St,,Fort Worth,,,,
2806,122911648,0.082020972,Elm,40,Arterial,"MULTILINESTRING ((2386466.5651097135 7137034.97133879, 2386389.9965830897 7137044.890719619, 2386328.5240763216 7137069.561061828, 2386248.4254056257 7137115.820804432, 2386171.1474497 7137180.310406104, 2386096.926843568 7137244.839946879))",NW,St,N,FM-2164 W,,,,
2807,122911649,0.039767744,FM-2164 W,40,Arterial,"MULTILINESTRING ((2386274.9167795414 7136959.705811815, 2386314.185369357 7136996.602610649, 2386362.8617228805 7137015.428887866, 2386408.5756388423 7137026.939499718, 2386466.5651097135 7137034.97133879))",E,Unknown,,Elm,,,,
2808,122911650,0.021126614,Bolivar,30,Local,"MULTILINESTRING ((2386028.6486709337 7137087.492605456, 2386070.075701143 7137193.550477562))",N,St,,Northridge,,,,
2809,122911653,0.029204437,FM-2164 E,40,Arterial,"MULTILINESTRING ((2386274.9167795414 7136959.705811815, 2386372.411594241 7136986.444382294, 2386427.3440823047 7136994.436373555))",E,Unknown,,Elm,,,,
2810,122911870,0.013670162,Bonnie Brae,40,Arterial,"MULTILINESTRING ((2378034.279285859 7142031.277177458, 2378060.906917258 7142100.750092346))",N,St,N,,,,,
2811,122911871,0.148507669,Elm,45,Arterial,"MULTILINESTRING ((2378034.279285859 7142031.277177458, 2377362.6165296277 7142441.156221918))",NW,St,N,,,,,
2812,122911879,0.01242742,Nicosia,30,Local,"MULTILINESTRING ((2381796.3792007654 7139747.137984845, 2381829.254823441 7139805.778633095))",NE,St,,,,,,
2813,122911881,0.060272987,Riney,30,Local,"MULTILINESTRING ((2383156.6852971427 7138578.491970925, 2383157.8162746876 7138727.688940953, 2383175.218148261 7138800.685532029, 2383232.312466733 7138877.833314261))",N,Rd,,,,,,
2814,122911883,0.049088309,Riney,30,Local,"MULTILINESTRING ((2383160.067403356 7138316.556882902, 2383156.6852971427 7138578.491970925))",N,Rd,,,,,,
2815,122911884,0.10563307,Riney,30,Local,"MULTILINESTRING ((2383156.6852971427 7138578.491970925, 2383074.0077361367 7138588.340326697, 2383012.1651211977 7138642.1209435845, 2382974.590118506 7138710.76925314, 2382917.92275369 7138837.388730629, 2382873.858868947 7138935.062180343, 2382866.8532210407 7139004.105082226))",NW,Ct,,,,,,
2816,122911888,0.01242742,Windsor,40,Arterial,"MULTILINESTRING ((2385281.900823542 7137612.666336194, 2385320.933632891 7137667.75184719))",NE,Dr,W,,,,,
2817,122911894,0.013048791,Joyce,30,Local,"MULTILINESTRING ((2384619.506452672 7138000.683558468, 2384633.895630686 7138070.003313121))",N,Ln,,,,,,
2818,122911895,0.013048791,Bonnie Brae,30,Local,"MULTILINESTRING ((2377362.6165296277 7142441.156221918, 2377407.769792897 7142496.310114849))",NE,St,N,,,,,
2819,122911897,0.032311292,I-35,45,Highways,"MULTILINESTRING ((2372738.0152195427 7145056.968047225, 2372735.862475971 7145227.954867509))",N,Unknown,N,Elm,US-77,,,
2820,122911900,0.030447179,Elm,45,Arterial,"MULTILINESTRING ((2372880.4698670204 7145153.36533371, 2372831.202752708 7145181.853626925, 2372794.344093809 7145195.943861806, 2372763.64383844 7145206.473084105, 2372735.862475971 7145227.954867509))",NW,St,N,Elm,US-77,,,
2821,122911902,0.027961695,Elm,45,Arterial,"MULTILINESTRING ((2372879.5992997107 7145222.48766329, 2372824.3571730983 7145239.98493117, 2372778.467172666 7145243.045671333, 2372754.06274422 7145239.0997991795, 2372735.862475971 7145227.954867509))",W,St,N,I-35,Elm,,,
2822,122911905,0.036660889,I-35,45,Highways,"MULTILINESTRING ((2372735.862475971 7145227.954867509, 2372730.3328488134 7145424.369353804))",N,Unknown,N,Elm,US-77,,,
2823,122917151,0.011806049,Oak,40,Arterial,"MULTILINESTRING ((2375611.069371286 7127715.416684856, 2375668.8476073197 7127741.618865707))",NE,St,W,Oak,,,,
2824,122917152,0.013048791,Oak,40,Arterial,"MULTILINESTRING ((2375611.069371286 7127715.416684856, 2375681.3560545733 7127719.946047377))",E,St,W,I-35W N,Oak,,,
2825,122917153,0.021126614,Oak,40,Arterial,"MULTILINESTRING ((2375668.8476073197 7127741.618865707, 2375693.172830717 7127752.842866501, 2375745.0195240565 7127764.415762242, 2375778.6107741995 7127768.48017428))",E,St,W,I-35W N,Oak,I-35,,
2826,122917155,0.024233469,Oak,40,Arterial,"MULTILINESTRING ((2375681.3560545733 7127719.946047377, 2375748.5386544648 7127728.0747732455, 2375809.697582143 7127728.850145383))",E,St,W,I-35W N,I-35,,,
2827,122917613,0.03728226,I-35 N,40,Arterial,"MULTILINESTRING ((2371704.717114758 7163797.39313732, 2371795.438031205 7163871.305932826, 2371858.942423473 7163923.045044366))",NE,Unknown,,,,,,
2828,122917649,0.315656468,FM-2164,45,Arterial,"MULTILINESTRING ((2386726.429893048 7152291.420143485, 2386708.0932102674 7152760.564643129, 2386700.5349363466 7153106.136205828, 2386681.819619284 7153604.385089731, 2386668.055897873 7153957.153266063))",N,Unknown,,,,,,
2829,122917658,0.018019759,FM-428,45,Arterial,"MULTILINESTRING ((2398595.861032191 7152109.864229468, 2398628.25423429 7152201.264453522))",N,Unknown,,,,,,
2830,122917662,0.008699194,US-77,40,Arterial,"MULTILINESTRING ((2372573.8338132887 7145229.553911162, 2372622.7343002963 7145230.169364369))",E,Unknown,,I-35 S,I-35 N,,,
2831,122917980,0.052195164,I-35 S,70,Interstate,"MULTILINESTRING ((2372415.361155982 7153450.803373958, 2372417.9929170976 7153727.371090805))",N,Unknown,,,,,,
2832,122917981,0.030447179,I-35 N,70,Interstate,"MULTILINESTRING ((2372482.2829207857 7153961.051437829, 2372483.2779379296 7154124.801605077))",N,Unknown,,,,,,
2833,122917982,0.328705259,I-35 N,70,Interstate,"MULTILINESTRING ((2372483.2779379296 7154124.801605077, 2372493.526454688 7155252.901505432, 2372498.100565915 7155860.60826727))",N,Unknown,,,,,,
2834,122918233,0.042253228,I-35,45,Highways,"MULTILINESTRING ((2372877.9855484753 7142195.159567835, 2372870.86450066 7142275.1188209765, 2372866.754223621 7142358.754581908, 2372862.9188426607 7142420.562280167))",N,Unknown,N,TX-288-LOOP E,TX-288-LOOP W,,,
2835,122918236,0.025476211,I-35,45,Highways,"MULTILINESTRING ((2372601.8412734778 7142275.370682843, 2372597.777480612 7142355.368466928, 2372590.9776343084 7142409.86170886))",N,Unknown,N,TX-288-LOOP E,TX-288-LOOP W,,,
2836,122918304,0.064001213,University,45,Highways,"MULTILINESTRING ((2399486.2840054478 7134492.650723529, 2399626.77341805 7134505.452055427, 2399696.993665003 7134513.671928685, 2399822.147562385 7134529.906846023))",E,Dr,E,TX-288-LOOP S,,,,
2837,122919158,0.057787503,I-35E N,70,Interstate,"MULTILINESTRING ((2381419.728732841 7123379.614556495, 2381154.7005693656 7123532.667577511))",NW,Unknown,,,,,,
2838,122919323,0.035418147,Bonnie Brae,40,Arterial,"MULTILINESTRING ((2377860.2050498393 7124982.331011912, 2377864.6990579143 7125109.737781778, 2377866.9692211463 7125171.622186904))",N,St,S,I-35E,85A,,,
2839,122920513,0.177712106,I-35E S,70,Interstate,"MULTILINESTRING ((2401509.7365578087 7111403.919334414, 2401076.5592666785 7111758.304247707, 2400782.582764438 7112001.771368901))",NW,Unknown,,,,,,
2840,122920515,0.029204437,I-35E N,70,Interstate,"MULTILINESTRING ((2400961.1073509394 7111924.1245580055, 2400840.4185757944 7112024.380681558))",NW,Unknown,,,,,,
2841,126555821,0.068972181,I-35E N,70,Interstate,"MULTILINESTRING ((2387938.499464496 7120309.418063475, 2387585.520743502 7120399.41500308))",W,Unknown,,,,,,
2842,126555822,0.151614524,I-35E S,70,Interstate,"MULTILINESTRING ((2387936.3430733313 7120240.25723932, 2387491.2245863164 7120358.16110522, 2387190.4815989966 7120430.650733671, 2387159.800388566 7120437.528086771))",W,Unknown,,,,,,
2843,126561184,0.069593552,Avenue A,40,Arterial,"MULTILINESTRING ((2382236.9064825694 7123106.31951371, 2382248.812092565 7123131.942743436, 2382275.6816332317 7123183.228604073, 2382320.9013311965 7123234.750831299, 2382378.4949481934 7123275.516839101, 2382442.111411648 7123323.637669037, 2382481.495168416 7123353.2535819765, 2382490.5296300887 7123364.285672395))",NE,Unknown,,,,,,
2844,126561185,0.022990727,Avenue A,40,Arterial,"MULTILINESTRING ((2382490.5296300887 7123364.285672395, 2382526.854933229 7123393.86223427, 2382568.874919986 7123456.259275386))",NE,Unknown,,,,,,
2845,126571414,0.106875812,Long,30,Local,"MULTILINESTRING ((2392193.0296423757 7145406.046894673, 2391627.476967703 7145409.504601307))",W,Rd,,,,,,
2846,126571417,0.095691134,Long,30,Local,"MULTILINESTRING ((2393201.981418289 7145390.268077017, 2392694.4971540677 7145394.475155383))",W,Rd,,,,,,
2847,126572568,0.046602825,Vintage,40,Arterial,"MULTILINESTRING ((2375302.4430026156 7111261.657286584, 2375550.2636121307 7111264.794823815))",E,Blvd,,Napa Valley,,,,
2848,126572570,0.070214923,Napa Valley,30,Local,"MULTILINESTRING ((2375138.304396914 7112383.884936343, 2375051.8587000207 7112444.646309807, 2374965.4133298807 7112505.407917832, 2374832.7094970644 7112594.693117971))",NW,Dr,,Riesling,,,,
2849,126572571,0.057787503,Napa Valley,30,Local,"MULTILINESTRING ((2374832.7094970644 7112594.693117971, 2374610.4569999445 7112748.340722212, 2374573.744531714 7112747.876854821))",NW,Dr,,,,,,
2850,126572572,0.096933876,Shiraz,30,Local,"MULTILINESTRING ((2374282.267380163 7112325.764918398, 2374573.744531714 7112747.876854821))",NE,Dr,,,,,,
2851,126572573,0.039146373,Claret,30,Local,"MULTILINESTRING ((2374668.9234912614 7111995.904472748, 2374511.1455195285 7112132.174972326))",NW,Ct,,,,,,
2852,126572574,0.050952422,Vinyard,30,Local,"MULTILINESTRING ((2374511.1455195285 7112132.174972326, 2374661.3126960117 7112356.022417584))",NE,Way,,,,,,
2853,126572575,0.055302019,Vinyard,30,Local,"MULTILINESTRING ((2374661.3126960117 7112356.022417584, 2374832.7094970644 7112594.693117971))",NE,Way,,,,,,
2854,126572578,0.034175405,Napa Valley,30,Local,"MULTILINESTRING ((2375302.4430026156 7111261.657286584, 2375290.962302262 7111443.438268549))",N,Dr,,Vintage,Sonoma,,,
2855,126572579,0.05592339,Sonoma,30,Local,"MULTILINESTRING ((2375290.962302262 7111443.438268549, 2375551.06556775 7111443.092759693, 2375587.687372861 7111450.833628963))",E,Dr,,Napa Valley,Rhone,,,
2856,126572580,0.042253228,Rhone,30,Local,"MULTILINESTRING ((2375587.687372861 7111450.833628963, 2375599.5567309572 7111480.092175062, 2375581.817215084 7111672.709401176))",N,Dr,,Sonoma,Pinot,,,
2857,126572581,0.147264927,Rhone,30,Local,"MULTILINESTRING ((2375581.817215084 7111672.709401176, 2375576.7948838994 7112069.245253673, 2375568.897456809 7112451.190663763))",N,Dr,,Pinot,Riesling,,,
2858,126572582,0.083885085,Riesling,30,Local,"MULTILINESTRING ((2375138.304396914 7112383.884936343, 2375168.576251812 7112409.7376435865, 2375198.986160449 7112424.676543953, 2375275.3331092326 7112436.558304993, 2375370.08246256 7112445.034675174, 2375568.897456809 7112451.190663763))",E,Dr,,Rhone,Napa Valley,,,
2859,126572583,0.056544761,Riesling,30,Local,"MULTILINESTRING ((2375865.797628301 7112444.036814704, 2375835.065296459 7112454.562893761, 2375568.897456809 7112451.190663763))",W,Dr,,Merlot,Rhone,,,
2860,126572584,0.146022185,Merlot,30,Local,"MULTILINESTRING ((2375863.2427653614 7111679.913560461, 2375884.2901978134 7111709.288546394, 2375866.2126155193 7112411.29531625, 2375865.797628301 7112444.036814704))",N,Dr,,Pinot,Riesling,,,
2861,126572585,0.052816535,Pinot,30,Local,"MULTILINESTRING ((2375581.817215084 7111672.709401176, 2375673.5553681864 7111677.509970093, 2375863.2427653614 7111679.913560461))",E,Dr,,Rhone,Merlot,,,
2862,126572587,0.076428633,Tuscany,30,Local,"MULTILINESTRING ((2374595.93072565 7111718.454169956, 2374999.7347711134 7111727.197240687))",E,Ct,,Alsace,,,,
2863,126572588,0.052195164,Sonoma,30,Local,"MULTILINESTRING ((2375012.6861365475 7111429.00192895, 2375290.962302262 7111443.438268549))",E,Dr,,Napa Valley,Alsace,,,
2864,126572589,0.05592339,Alsace,30,Local,"MULTILINESTRING ((2375012.6861365475 7111429.00192895, 2374999.7347711134 7111727.197240687))",N,Dr,,Sonoma,Tuscany,,,
2865,126572590,0.032311292,Provence,30,Local,"MULTILINESTRING ((2374332.714731358 7111238.482822139, 2374327.4963129265 7111409.427575978))",N,Dr,,Vintage,Sonoma,,,
2866,126572591,0.129245168,Sonoma,30,Local,"MULTILINESTRING ((2374327.4963129265 7111409.427575978, 2375012.6861365475 7111429.00192895))",E,Dr,,Provence,Alsace,,,
2867,126572592,0.109982667,Sonoma,30,Local,"MULTILINESTRING ((2374327.4963129265 7111409.427575978, 2373746.145419913 7111405.730996728))",W,Dr,,Vinyard,Provence,,,
2868,126572593,0.022990727,Sonoma,30,Local,"MULTILINESTRING ((2373746.145419913 7111405.730996728, 2373623.673702768 7111411.464117205))",W,Ct,,Vinyard,,,,
2869,126572595,0.027340324,Vinyard,30,Local,"MULTILINESTRING ((2373791.4733879063 7111693.745935681, 2373833.6178251365 7111748.855263619, 2373888.0458499924 7111800.481054521))",NE,Way,,,,,,
2870,126572597,0.063379842,Vinyard,30,Local,"MULTILINESTRING ((2374231.974056935 7111946.723302604, 2374289.7361351927 7111976.560725787, 2374344.484600763 7112002.721675393, 2374393.0222113924 7112036.081335964, 2374511.1455195285 7112132.174972326))",NE,Way,,,,,,
2871,126572599,0.026718953,Piedmonte,30,Local,"MULTILINESTRING ((2373987.279634261 7111696.215614002, 2373888.0458499924 7111800.481054521))",NW,Ct,,,,,,
2872,126572600,0.026097582,Loire,30,Local,"MULTILINESTRING ((2373791.4733879063 7111693.745935681, 2373671.282602642 7111761.362536181))",NW,Ct,,,,,,
2873,126572602,0.04349597,Alsace,30,Local,"MULTILINESTRING ((2374999.619482801 7111978.254099381, 2374992.902457701 7112025.469992388, 2374982.9419769 7112087.19897454, 2374957.776397346 7112141.458616027, 2374914.3923558993 7112184.572320307))",N,Dr,,Pomerol,,,,
2874,126572603,0.057787503,Alsace,30,Local,"MULTILINESTRING ((2374914.3923558993 7112184.572320307, 2374861.8761601397 7112223.932093661, 2374661.3126960117 7112356.022417584))",NW,Dr,,,,,,
2875,126572605,0.019262501,Alsace,30,Local,"MULTILINESTRING ((2374999.7347711134 7111727.197240687, 2375001.5059331637 7111829.0983745465))",N,Dr,,Tuscany,,,,
2876,126572606,0.027961695,Alsace,30,Local,"MULTILINESTRING ((2375001.5059331637 7111829.0983745465, 2374999.619482801 7111978.254099381))",N,Dr,,Pomerol,,,,
2877,126572627,0.100662102,Meadowglen,30,Local,"MULTILINESTRING ((2369783.4473149115 7098657.627684477, 2369250.7470669337 7098661.899446115))",W,Dr,,Meadowcreek,Waterhaven,,,
2878,126572629,0.051573793,Meadowglen,30,Local,"MULTILINESTRING ((2368975.282863426 7098658.467380229, 2369250.7470669337 7098661.899446115))",E,Dr,,Trailway,Waterhaven,,,
2879,126572630,0.115575006,John Paine,30,Local,"MULTILINESTRING ((2368198.011542459 7098390.463057435, 2368196.535639396 7099001.711260592))",N,Rd,,Parkplace,,,,
2880,126572631,0.051573793,Trailway,30,Local,"MULTILINESTRING ((2368972.559642988 7098385.546554326, 2368975.282863426 7098658.467380229))",N,Dr,,Parkplace,Meadowglen,,,
2881,126572633,0.092584279,Parkplace,30,Local,"MULTILINESTRING ((2370066.3170553106 7098068.084745936, 2369940.462145222 7098095.6211783625, 2369897.4297507047 7098109.637930076, 2369872.7619808638 7098123.883972544, 2369699.770465543 7098249.072286302, 2369641.026163482 7098295.639773283))",NW,Dr,,Parkplace,,,,
2882,126572634,0.06835081,Parkplace,30,Local,"MULTILINESTRING ((2370425.1546605453 7098014.35224558, 2370296.3293617247 7098034.573175789, 2370195.1420643292 7098047.862893799, 2370066.3170553106 7098068.084745936))",W,Dr,,Creekway,Havenway,Parkplace,,
2883,126572637,0.139187104,Brookside,30,Local,"MULTILINESTRING ((2371346.4092089795 7098273.298551087, 2371064.8657211056 7098266.133966985, 2370948.5116521986 7098268.315947127, 2370874.962586048 7098274.672469388, 2370801.1859702845 7098299.21878362, 2370739.4704134143 7098338.4701203555, 2370649.7988522844 7098410.118367369))",W,Dr,,Brookside,Lakeway,Havenway,,
2884,126572638,0.147264927,Brookside,30,Local,"MULTILINESTRING ((2369697.9677294455 7099129.565204245, 2369435.4519955995 7099315.492405973, 2369389.315440674 7099333.109610767, 2369334.1330490042 7099339.698628924, 2369269.904770134 7099335.259506921, 2368992.2919439385 7099259.030570398))",W,Dr,,Brookside,Trailridge,Trailside,,
2885,126572639,0.050331051,Trailridge,30,Local,"MULTILINESTRING ((2369697.9677294455 7099129.565204245, 2369851.3372154697 7099349.788931658))",NE,Dr,,Brookside,,,,
2886,126572640,0.053437906,Meadowpark,30,Local,"MULTILINESTRING ((2370433.4553934415 7098574.784035949, 2370608.2020371077 7098798.917062591))",NE,Dr,,,,,,
