,road_segment_id,road_segment_length,ST_NAME,speed_category,funclass_name,geometry,direction,ST_TYPE,ST_PRE,From,To,To_2,To_3,To_4
2887,126572641,0.050952422,Brookside,30,Local,"MULTILINESTRING ((2370649.7988522844 7098410.118367369, 2370433.4553934415 7098574.784035949))",NW,Dr,,Brookside,,,,
2888,126572643,0.087613311,Havenway,30,Local,"MULTILINESTRING ((2370425.1546605453 7098014.35224558, 2370430.41220616 7098083.549335841, 2370463.171102619 7098156.728705862, 2370523.3401811454 7098241.166290185, 2370649.7988522844 7098410.118367369))",NE,Dr,,Parkplace,Brookside,,,
2889,126572644,0.122410087,Brookside,30,Local,"MULTILINESTRING ((2370433.4553934415 7098574.784035949, 2369914.303701067 7098964.894539192))",NW,Dr,,,,,,
2890,126572645,0.050952422,Brookside,30,Local,"MULTILINESTRING ((2369914.303701067 7098964.894539192, 2369697.9677294455 7099129.565204245))",NW,Dr,,Brookside,,,,
2891,126572646,0.064622584,Meadowcreek,30,Local,"MULTILINESTRING ((2369783.4473149115 7098657.627684477, 2369794.418887455 7098759.642433147, 2369815.162734445 7098814.478738867, 2369854.2252593827 7098873.182209157, 2369914.303701067 7098964.894539192))",NE,Dr,,Meadowglen,,,,
2892,126572647,0.077671375,Meadowcreek,30,Local,"MULTILINESTRING ((2369641.026163482 7098295.639773283, 2369743.77509205 7098402.438073455, 2369773.701468719 7098457.388926191, 2369785.2179748425 7098515.7485413235, 2369790.431384512 7098588.583471502, 2369783.4473149115 7098657.627684477))",N,Dr,,Meadowglen,,,,
2893,126572649,0.316277839,Creekway,30,Local,"MULTILINESTRING ((2369857.103502512 7097661.60001312, 2369725.534130349 7097656.31954689, 2368960.1505565555 7097661.332263967, 2368858.7362157027 7097692.815816215, 2368797.203085492 7097717.51916304, 2368696.1965810885 7097716.261889567, 2368197.104724495 7097724.608084409))",W,Dr,,Creekway,John Paine,,,
2894,126572670,0.057787503,Education,30,Local,"MULTILINESTRING ((2367555.6998041566 7097360.069733321, 2367604.266818796 7097393.418892594, 2367628.3922424065 7097422.826246823, 2367717.868523652 7097613.138402656))",NE,Dr,,,,,,
2895,126572674,0.112468151,Parkplace,30,Local,"MULTILINESTRING ((2368972.559642988 7098385.546554326, 2368375.579642969 7098389.032343161))",W,Dr,,Garden,Trailway,,,
2896,126572675,0.033554034,Parkplace,30,Local,"MULTILINESTRING ((2368375.579642969 7098389.032343161, 2368198.011542459 7098390.463057435))",W,Dr,,John Paine,Garden,,,
2897,126572676,0.039146373,Garden,30,Local,"MULTILINESTRING ((2368405.705260826 7098182.013024138, 2368389.2251412263 7098276.408824324, 2368375.579642969 7098389.032343161))",N,Ct,,Parkplace,,,,
2898,126572677,0.054059277,Waterhaven,30,Local,"MULTILINESTRING ((2369250.7470669337 7098661.899446115, 2369253.7398967743 7098912.992764536, 2369231.952355061 7098941.829164795))",N,Dr,,Meadowglen,Greenmeadow,,,
2899,126572678,0.16155646,Greenmeadow,30,Local,"MULTILINESTRING ((2369231.952355061 7098941.829164795, 2368377.7944481485 7098949.387588195))",W,Dr,,Brookside,Waterhaven,,,
2900,126572679,0.113089522,Meadowglen,30,Local,"MULTILINESTRING ((2368975.282863426 7098658.467380229, 2368430.4305481426 7098655.324394619, 2368378.2626846586 7098665.591048865))",W,Dr,,Trailway,Brookside,,,
2901,126572680,0.053437906,Brookside,30,Local,"MULTILINESTRING ((2368378.2626846586 7098665.591048865, 2368371.7793237413 7098694.618352743, 2368377.7944481485 7098949.387588195))",N,Dr,,Meadowglen,Greenmeadow,,,
2902,126572681,0.147264927,Brookside,30,Local,"MULTILINESTRING ((2368377.7944481485 7098949.387588195, 2368380.3122144984 7098993.080806035, 2368400.967809029 7099055.1920655435, 2368430.895828862 7099110.141686997, 2368464.0201687044 7099154.215620869, 2368515.5989072733 7099191.242188351, 2368594.7687284527 7099224.973660373, 2368646.664119996 7099236.534931647, 2368747.711134042 7099234.15412008, 2368949.6239866405 7099243.945166218, 2368992.2919439385 7099259.030570398))",NE,Dr,,Greenmeadow,Brookside,,,
2903,126572682,0.034175405,Trailside,30,Local,"MULTILINESTRING ((2368992.2919439385 7099259.030570398, 2369001.066087559 7099291.8863017075, 2368977.8290540143 7099437.136618566))",N,Dr,,Brookside,John Paine,,,
2904,126572684,0.17398388,Parkplace,30,Local,"MULTILINESTRING ((2371343.660413646 7098004.015505855, 2371196.8342904244 7097994.899367077, 2370988.792540223 7097985.017588112, 2370792.8117342177 7097989.842025555, 2370667.2743661446 7097991.910142289, 2370544.7523104213 7097997.6549439365, 2370425.1546605453 7098014.35224558))",W,Dr,,Lakeway,Havenway,,,
2905,126572685,0.050952422,Lakeway,30,Local,"MULTILINESTRING ((2371343.660413646 7098004.015505855, 2371346.4092089795 7098273.298551087))",N,Dr,,Parkplace,Brookside,,,
2906,126572701,0.296393967,John Paine,30,Local,"MULTILINESTRING ((2368153.5901451064 7103687.56070788, 2368171.0922517166 7103756.909803759, 2368592.0805314374 7104606.278786686, 2368666.8181407987 7104749.110639548, 2368690.9822038626 7104774.880960674, 2368718.296936431 7104793.413516841, 2368748.762351914 7104804.708315894, 2368920.0842283894 7104810.480278242, 2368968.8196836673 7104829.279864631, 2369017.3284637663 7104866.26922296))",NE,Rd,,Allred,,,,
2907,126572706,0.093827021,Fort Worth,45,Arterial,"MULTILINESTRING ((2373080.996434007 7097876.649993449, 2373311.181083099 7098316.166755012))",NE,Dr,,,,,,
2908,126578979,0.032311292,Clubhouse,30,Local,"MULTILINESTRING ((2395648.918769545 7107781.5470487615, 2395563.194773054 7107784.046588796, 2395510.9841062357 7107797.907173347, 2395486.215419268 7107819.409443733))",W,Ln,,Knollwood,Clubhouse,,,
2909,126578980,0.01242742,Clubhouse,30,Local,"MULTILINESTRING ((2395486.215419268 7107819.409443733, 2395476.7942845966 7107837.477041795, 2395473.444514733 7107859.26383493, 2395473.1062629814 7107884.729177947))",N,Ln,,Tanglewood,Clubhouse,,,
2910,126578985,0.050952422,Tanglewood,30,Local,"MULTILINESTRING ((2395210.781375613 7107819.390523777, 2395415.259282281 7107862.129571089, 2395473.1062629814 7107884.729177947))",E,Blvd,,Clubhouse,,,,
2911,126578986,0.059651616,Tanglewood,30,Local,"MULTILINESTRING ((2395177.79915194 7107768.013049911, 2395244.9225890865 7107783.458279016, 2395434.101478651 7107825.994341355, 2395486.215419268 7107819.409443733))",E,Blvd,,Clubhouse,Teasley,,,
2912,126588806,0.008077823,Shady Shores,40,Arterial,"MULTILINESTRING ((2405552.3880495843 7109355.544278845, 2405509.453395918 7109362.237656496))",W,Rd,,Lakeview,,,,
2913,126588823,0.173362509,Lakeview,30,Local,"MULTILINESTRING ((2406027.3697351287 7110657.33632157, 2406093.9373862445 7110712.821073139, 2406175.8521480877 7110764.876375592, 2406263.935304845 7110813.377333351, 2406358.285974969 7110851.048206773, 2406458.7059558127 7110892.440630197, 2406553.056170982 7110930.112076841, 2406641.3366741906 7110964.062493044, 2406720.3887772243 7111001.525904066, 2406835.6589939403 7111075.869134971))",NE,Blvd,,,,,,
2914,126588825,0.006835081,Indian Paint,30,Local,"MULTILINESTRING ((2406049.182916062 7110628.524703174, 2406027.3697351287 7110657.33632157))",NW,Way,,,,,,
2915,126588826,0.05592339,Indian Paint,30,Local,"MULTILINESTRING ((2406027.3697351287 7110657.33632157, 2405980.08974237 7110758.572705379, 2405967.2078175764 7110805.698775742, 2405960.445034237 7110852.908134962, 2405959.2567224973 7110940.217632927))",N,Way,,Hawthorn,,,,
2916,126588827,0.02485484,Bogonia,30,Local,"MULTILINESTRING ((2405963.147695547 7111104.006235742, 2405831.4889535797 7111109.491700168))",W,Dr,,Indian Paint,,,,
2917,126588831,0.030447179,Indian Paint,30,Local,"MULTILINESTRING ((2405959.2567224973 7110940.217632927, 2405963.147695547 7111104.006235742))",N,Way,,Hawthorn,Bogonia,,,
2918,126588832,0.0621371,Hawthorn,30,Local,"MULTILINESTRING ((2405959.2567224973 7110940.217632927, 2406017.487105366 7110933.73308125, 2406081.737550793 7110934.607731955, 2406139.6707709827 7110949.950775488, 2406276.6565392152 7111002.756243352))",E,Dr,,Indian Paint,Baytree,,,
2919,126588833,0.008699194,Black Walnut,30,Local,"MULTILINESTRING ((2406860.681012704 7111036.186102041, 2406835.6589939403 7111075.869134971))",NW,Unknown,,,,,,
2920,126588834,0.027961695,Black Walnut,30,Local,"MULTILINESTRING ((2406835.6589939403 7111075.869134971, 2406797.7044096626 7111166.315829396, 2406784.77182217 7111217.079477132))",N,Unknown,,,,,,
2921,126588835,0.078914117,Black Walnut,30,Local,"MULTILINESTRING ((2406784.77182217 7111217.079477132, 2406780.8689936413 7111278.881974692, 2406779.8768636817 7111351.639880199, 2406785.979711977 7111577.314564517, 2406794.3644260196 7111635.646059324))",N,Unknown,,,,,,
2922,126588836,0.049088309,Hawthorn,30,Local,"MULTILINESTRING ((2406547.517634274 7111111.965132382, 2406784.77182217 7111217.079477132))",NE,Dr,,Hawthorn,,,,
2923,126588837,0.098176618,Trumpet Vine,30,Local,"MULTILINESTRING ((2406547.517634274 7111111.965132382, 2406518.8416168503 7111195.261460836, 2406512.0780882235 7111242.470713627, 2406516.2989285756 7111606.385386926, 2406506.8726052986 7111624.449786302))",N,Unknown,,Hawthorn,Barberry,,,
2924,126588838,0.045981454,Barberry,30,Local,"MULTILINESTRING ((2406506.8726052986 7111624.449786302, 2406485.357102789 7111631.433731218, 2406289.5009097257 7111632.40396756, 2406265.1241785083 7111624.794800551))",W,Ave,,Baytree,Trumpet Vine,,,
2925,126588839,0.119303232,Baytree,30,Local,"MULTILINESTRING ((2406276.6565392152 7111002.756243352, 2406247.882045367 7111093.328600091, 2406241.1684432207 7111136.900011643, 2406250.124063723 7111602.759071315, 2406265.1241785083 7111624.794800551))",N,Ave,,Hawthorn,Barberry,,,
2926,126588840,0.055302019,Hawthorn,30,Local,"MULTILINESTRING ((2406276.6565392152 7111002.756243352, 2406547.517634274 7111111.965132382))",E,Dr,,Baytree,Hawthorn,Trumpet Vine,,
2927,126588841,0.052195164,Indian Paint,30,Local,"MULTILINESTRING ((2405963.147695547 7111104.006235742, 2405971.6226651426 7111380.652931613))",N,Way,,Bogonia,Photinia,,,
2928,126588842,0.052816535,Indian Paint,30,Local,"MULTILINESTRING ((2405971.6226651426 7111380.652931613, 2405977.8797215177 7111595.4137759525, 2405967.8100037077 7111660.770996487))",N,Way,,Photinia,,,,
2929,126588843,0.094448392,Pockrus Page,30,Local,"MULTILINESTRING ((2405579.990855946 7111826.507590399, 2405080.8540752884 7111852.470880885))",W,Rd,,Fox Sedge,,,,
2930,126588845,0.051573793,Dogwood,30,Local,"MULTILINESTRING ((2405325.7708931626 7111393.700210041, 2405334.5973035046 7111644.881494456, 2405343.4790689293 7111666.833630816))",N,Dr,,Photinia,Desert Holly,,,
2931,126588846,0.148507669,Dogwood,30,Local,"MULTILINESTRING ((2405308.914180958 7110607.540244352, 2405325.7708931626 7111393.700210041))",N,Dr,,Sun Ray,Photinia,,,
2932,126588847,0.048466938,Photinia,30,Local,"MULTILINESTRING ((2405325.7708931626 7111393.700210041, 2405068.57512015 7111404.760014919))",W,Ave,,Dogwood,Fox Sedge,,,
2933,126588848,0.084506456,Fox Sedge,30,Local,"MULTILINESTRING ((2405068.57512015 7111404.760014919, 2405080.8540752884 7111852.470880885))",N,Ln,,Photinia,Pockrus Page,,,
2934,126588849,0.135458878,Photinia,30,Local,"MULTILINESTRING ((2404798.9440254 7111430.20734601, 2404082.577718554 7111453.238166843))",W,Ave,,Heron Pond,Cattail,,,
2935,126588850,0.050952422,Cattail,30,Local,"MULTILINESTRING ((2404082.577718554 7111453.238166843, 2404088.40363779 7111700.739756214, 2404103.4544770014 7111719.136577754))",N,Ln,,Photinia,Moor Hen,,,
2936,126588851,0.060272987,Moor Hen,30,Local,"MULTILINESTRING ((2404421.7380472706 7111716.17469035, 2404124.77215576 7111726.702638805, 2404103.4544770014 7111719.136577754))",W,Dr,,Cattail,Waterlilly,,,
2937,126588852,0.069593552,Moor Hen,30,Local,"MULTILINESTRING ((2404789.3189245556 7111688.41510411, 2404767.7544738594 7111699.038098263, 2404421.7380472706 7111716.17469035))",W,Dr,,Heron Pond,Waterlilly,,,
2938,126588853,0.050952422,Photinia,30,Local,"MULTILINESTRING ((2405068.57512015 7111404.760014919, 2404798.9440254 7111430.20734601))",W,Ave,,Fox Sedge,Heron Pond,,,
2939,126588854,0.133594765,Sun Ray,30,Local,"MULTILINESTRING ((2404773.2414094037 7110618.45777195, 2404093.5226318915 7110645.624594946, 2404068.9474546104 7110652.568690043))",W,Dr,,Heron Pond,Cattail,,,
2940,126588855,0.04970968,Cattail,30,Local,"MULTILINESTRING ((2404068.9474546104 7110652.568690043, 2404059.522251155 7110670.633798177, 2404068.4574998505 7110914.5388425235))",N,Ln,,Sun Ray,Goldenrod,,,
2941,126588856,0.050952422,Cattail,30,Local,"MULTILINESTRING ((2404077.047459807 7111183.9092156505, 2404082.577718554 7111453.238166843))",N,Ln,,Marsh Rail,Photinia,,,
2942,126588857,0.051573793,Marsh Rail,30,Local,"MULTILINESTRING ((2404077.047459807 7111183.9092156505, 2403801.591993098 7111187.454590529))",W,Dr,,Cattail,Green River,,,
2943,126588858,0.050952422,Heron Pond,30,Local,"MULTILINESTRING ((2404790.360232909 7111160.836746027, 2404798.9440254 7111430.20734601))",N,Ln,,Marsh Rail,Photinia,,,
2944,126588859,0.134837507,Marsh Rail,30,Local,"MULTILINESTRING ((2404790.360232909 7111160.836746027, 2404077.047459807 7111183.9092156505))",W,Dr,,Heron Pond,Cattail,,,
2945,126588860,0.050952422,Heron Pond,30,Local,"MULTILINESTRING ((2404781.7762348168 7110891.466187042, 2404790.360232909 7111160.836746027))",N,Ln,,Goldenrod,Marsh Rail,,,
2946,126588861,0.050952422,Cattail,30,Local,"MULTILINESTRING ((2404068.4574998505 7110914.5388425235, 2404077.047459807 7111183.9092156505))",N,Ln,,Goldenrod,Marsh Rail,,,
2947,126588862,0.134837507,Goldenrod,30,Local,"MULTILINESTRING ((2404781.7762348168 7110891.466187042, 2404068.4574998505 7110914.5388425235))",W,Dr,,Heron Pond,Cattail,,,
2948,126588863,0.051573793,Heron Pond,30,Local,"MULTILINESTRING ((2404773.2414094037 7110618.45777195, 2404781.7762348168 7110891.466187042))",N,Ln,,Sun Ray,Goldenrod,,,
2949,126588864,0.050331051,Sun Ray,30,Local,"MULTILINESTRING ((2405308.914180958 7110607.540244352, 2405042.632226745 7110611.199720936))",W,Dr,,Dogwood,Fox Sedge,,,
2950,126588865,0.050952422,Sun Ray,30,Local,"MULTILINESTRING ((2405042.632226745 7110611.199720936, 2404773.2414094037 7110618.45777195))",W,Dr,,Heron Pond,Fox Sedge,,,
2951,126588866,0.150371782,Fox Sedge,30,Local,"MULTILINESTRING ((2405042.632226745 7110611.199720936, 2405068.57512015 7111404.760014919))",N,Ln,,Sun Ray,Photinia,,,
2952,126588869,0.029825808,Waterlilly,30,Local,"MULTILINESTRING ((2404421.7380472706 7111716.17469035, 2404422.6265331283 7111876.283781223))",N,Way,,Moor Hen,Pockrus Page,,,
2953,126588870,0.049088309,Heron Pond,30,Local,"MULTILINESTRING ((2404798.9440254 7111430.20734601, 2404801.9024994834 7111663.115933171, 2404789.3189245556 7111688.41510411))",N,Ln,,Photinia,Moor Hen,,,
2954,126588873,0.076428633,Boxwood,30,Local,"MULTILINESTRING ((2407734.824952147 7112456.248086137, 2407939.2576177046 7112499.0668927105, 2407994.0780174313 7112518.0093566915, 2408036.5612825197 7112544.060346683, 2408082.0043566814 7112577.429027907, 2408103.121527539 7112599.549313566))",E,Dr,,Burr Oak,Plumbago,Boxwood,,
2955,126588874,0.269053643,Boxwood,30,Local,"MULTILINESTRING ((2407734.824952147 7112456.248086137, 2407624.9847677266 7112432.915721841, 2407545.6887792875 7112413.639539323, 2407463.3332920936 7112394.321767877, 2407380.9280323694 7112378.642104032, 2407304.393175603 7112381.235672555, 2407236.887575169 7112394.86840116, 2407166.0743696135 7112426.648999276, 2407110.3100766013 7112476.827990489, 2406855.2715622983 7112778.988795156, 2406823.8344331966 7112840.415810536, 2406807.69420995 7112902.051466045, 2406806.553132055 7112985.723129488, 2406804.5190365477 7113134.876973755))",NW,Dr,,Boxwood,Daisy,,,
2956,126588875,0.127381055,Daisy,30,Local,"MULTILINESTRING ((2407465.633541073 7113122.068309568, 2407437.9007750293 7113136.243849073, 2407291.0030037924 7113137.876537762, 2406960.396254498 7113147.918864685, 2406822.577364697 7113156.954703047, 2406804.5190365477 7113134.876973755))",W,Dr,,Boxwood,Sweetgum,,,
2957,126588876,0.073321778,Sweetgum,30,Local,"MULTILINESTRING ((2407461.7719157995 7112732.6879395945, 2407460.160788051 7113074.692070568, 2407465.633541073 7113122.068309568))",N,Dr,,Lantana,Daisy,,,
2958,126588877,0.064001213,Lantana,30,Local,"MULTILINESTRING ((2407461.7719157995 7112732.6879395945, 2407351.5351089383 7112738.459682185, 2407293.307682486 7112744.941823951, 2407222.3462044704 7112787.635996233, 2407166.3341699024 7112856.004387943))",NW,Dr,,Lantana,,,,
2959,126588878,0.050952422,Lantana,30,Local,"MULTILINESTRING ((2407731.1956618517 7112721.814513171, 2407703.661287989 7112721.438234045, 2407461.7719157995 7112732.6879395945))",W,Dr,,Plumbago,Lantana,Sweetgum,,
2960,126588879,0.03106855,Burr Oak,30,Local,"MULTILINESTRING ((2408223.9805208 7112488.406752282, 2408103.121527539 7112599.549313566))",NW,Dr,,Boxwood,,,,
2961,126588880,0.04970968,Plumbago,30,Local,"MULTILINESTRING ((2407734.824952147 7112456.248086137, 2407731.1956618517 7112721.814513171))",N,Dr,,Boxwood,Lantana,,,
2962,126588881,0.052195164,Swisher,30,Local,"MULTILINESTRING ((2406701.1495799376 7114432.439249629, 2406712.675723703 7114709.128346695))",N,Rd,,Edwards,,,,
2963,126588883,0.051573793,Rolling Green,30,Local,"MULTILINESTRING ((2407092.9887102046 7114867.1366322255, 2407199.513424969 7114908.614955673, 2407336.0333935465 7114994.166162761))",NE,Rd,,Rolling Green,,,,
2964,126588884,0.052195164,Rolling Green,30,Local,"MULTILINESTRING ((2407336.0333935465 7114994.166162761, 2407393.660587897 7115031.338908153, 2407451.436714181 7115057.598052893, 2407500.184378442 7115072.818231694, 2407594.918650356 7115081.389605842))",E,Rd,,Rolling Green,Hilltop,Hickory,,
2965,126588887,0.041010486,Ash,30,Local,"MULTILINESTRING ((2408343.812868711 7115135.293445426, 2408341.373185967 7115313.550568979, 2408337.766377713 7115353.525608678))",N,Ln,,Rolling Green,,,,
2966,126588888,0.045981454,Meadow,30,Local,"MULTILINESTRING ((2408078.01554353 7115106.186690373, 2408089.1573996586 7115186.387881107, 2408086.918168021 7115350.093424687))",N,Ln,,Rolling Green,,,,
2967,126588889,0.042253228,Rolling Green,30,Local,"MULTILINESTRING ((2407854.6977370153 7115103.132918815, 2407980.172557272 7115101.20995895, 2408078.01554353 7115106.186690373))",E,Rd,,Willow,Meadow,,,
2968,126588890,0.042253228,Willow,30,Local,"MULTILINESTRING ((2407854.6977370153 7115103.132918815, 2407837.3132392582 7115255.715662963, 2407836.3185930965 7115328.473691191))",N,Ln,,Rolling Green,,,,
2969,126588891,0.049088309,Rolling Green,30,Local,"MULTILINESTRING ((2407594.918650356 7115081.389605842, 2407799.7822525385 7115091.466469281, 2407854.6977370153 7115103.132918815))",E,Rd,,Willow,Hickory,,,
2970,126588892,0.052816535,Hickory,30,Local,"MULTILINESTRING ((2407594.918650356 7115081.389605842, 2407600.8652343983 7115317.978602376, 2407597.209643084 7115361.591627406))",N,Ln,,Rolling Green,,,,
2971,126588893,0.073943149,Hilltop,30,Local,"MULTILINESTRING ((2407336.0333935465 7114994.166162761, 2407343.0747924354 7115150.721256896, 2407356.681460722 7115274.6187946135, 2407346.0137580447 7115383.630540229))",N,Ln,,Rolling Green,,,,
2972,126588894,0.086370569,Ridge,30,Local,"MULTILINESTRING ((2407092.9887102046 7114867.1366322255, 2407096.773588397 7115038.201520943, 2407104.9580676015 7115111.084814038, 2407112.695653055 7115216.709233408, 2407056.390079684 7115306.905322906))",N,Ln,,Rolling Green,,,,
